From,To,Node,Site ID,Site Name,Description,Av Speed,85th %ile,24 Hour,Total
,,,,,,(km/h),(km/h),,
2023-03-01,2023-03-31,SAUDI,11041800.0,11041800.0,Sharura to Al Kharkheer Road,88.2,116,1952,60517
2023-03-01,2023-03-31,SAUDI,11200400.0,11200400.0,Taif to Riyadh Road, -, -, -, -
2023-03-01,2023-03-31,SAUDI,11200401.0,11200401.0,Riyadh to Taif Road,107.4,138,8353,258950
2023-03-01,2023-03-31,SAUDI,11200402.0,11200402.0,Al Rowaidah to Riyadh Road,110.8,138,6225,192714
2023-03-01,2023-03-31,SAUDI,11200403.0,11200403.0,Riyadh to Al Rowaidah Road,108.8,137,11744,364064
2023-03-01,2023-03-31,SAUDI,11300300.0,11300300.0,Riyadh to Bisha,127.4,142,676,17571
2023-03-01,2023-03-31,SAUDI,11300400.0,11300400.0,Riyad to Taif Road,47,102,1564,48461
2023-03-01,2023-03-31,SAUDI,11300401.0,11300401.0,Taif to Riyadh Road,37.8,93,1520,19145
2023-03-01,2023-03-31,SAUDI,11400100.0,11400100.0,Aflag to Hawta Road,102,127,3983,123470
2023-03-01,2023-03-31,SAUDI,11400101.0,11400101.0,Hawta to Aflag Road,114.7,138,3906,121074
2023-03-01,2023-03-31,SAUDI,11700100.0,11700100.0,Sulayeil to Riyadh Road,97,154,14,425
2023-03-01,2023-03-31,SAUDI,11700101.0,11700101.0,Wadi Ad Dawaser to Sulayeil Road,103.4,130,5810,180116
2023-03-01,2023-03-31,SAUDI,11701770.0,11701770.0,Wadi Ad Dawaser to Najran Road,103.4,131,1666,51634
2023-03-01,2023-03-31,SAUDI,11800100.0,11800100.0,Al Kharj to Harad Road - to be removed,88.5,113,11696,362588
2023-03-01,2023-03-31,SAUDI,11800101.0,11800101.0,Harad to Al Kharj Road - to be removed,88.8,118,8779,272155
2023-03-01,2023-03-31,SAUDI,12004110.0,12004110.0,Al Bajadiyia to AL Rafayia - to be removed,95.3,117,2003,62091
2023-03-01,2023-03-31,SAUDI,12020150.0,12020150.0,Tabok to Madina Road,88.9,110,1241,38462
2023-03-01,2023-03-31,SAUDI,12020151.0,12020151.0,Madina to Tabok Road,97.4,117,2805,86908
2023-03-01,2023-03-31,SAUDI,12020152.0,12020152.0,Tabok to Haql Road,109.1,127,3694,114427
2023-03-01,2023-03-31,SAUDI,12020153.0,12020153.0,Haql to Tabok Road,103.8,122,3673,113861
